id,created_at,vehicle_model,issue,status,completed_at,month
T001629,2024-11-27,E-Sports GT,Suspension noise,open,,2024-11
T001630,2024-11-28,E-Sedan Pro,Brake system check,completed,2024-12-01,2024-11
T001631,2024-11-28,E-Truck Power,Battery range reduced,completed,2024-12-01,2024-11
T001632,2024-11-28,E-Compact City,Display console malfunction,completed,2024-12-04,2024-11
T001633,2024-11-28,E-Sports GT,Climate control fault,completed,2024-12-02,2024-11
T001634,2024-11-29,E-Sports GT,Climate control fault,in_progress,,2024-11
T001635,2024-11-29,E-Sports GT,General maintenance,in_progress,,2024-11
T001636,2024-11-29,E-Sports GT,Display console malfunction,open,,2024-11
T001637,2024-11-30,E-Sports GT,Battery range reduced,in_progress,,2024-11
T001638,2024-11-30,E-Truck Power,General maintenance,in_progress,,2024-11
T001639,2024-11-30,E-Truck Power,Motor performance issue,completed,2024-12-02,2024-11
T001640,2024-11-30,E-Sports GT,Brake system check,open,,2024-11
T001641,2024-11-30,E-Compact City,Climate control fault,in_progress,,2024-11
T001642,2024-12-01,E-Sports GT,Display console malfunction,completed,2024-12-06,2024-12
T001643,2024-12-01,E-Sports GT,Climate control fault,completed,2024-12-07,2024-12
T001644,2024-12-01,E-Sports GT,General maintenance,in_progress,,2024-12
T001645,2024-12-01,E-SUV Elite,Software update required,completed,2024-12-07,2024-12
T001646,2024-12-02,E-Compact City,General maintenance,completed,2024-12-04,2024-12
T001647,2024-12-02,E-Sports GT,General maintenance,in_progress,,2024-12
T001648,2024-12-03,E-Sedan Pro,Software update required,in_progress,,2024-12
T001649,2024-12-04,E-Compact City,Display console malfunction,open,,2024-12
T001650,2024-12-04,E-Compact City,Charging port not working,open,,2024-12
T001651,2024-12-04,E-Sports GT,General maintenance,completed,2024-12-05,2024-12
T001652,2024-12-04,E-Compact City,Charging port not working,open,,2024-12
T001653,2024-12-04,E-SUV Elite,Charging port not working,completed,2024-12-07,2024-12
T001654,2024-12-04,E-Compact City,Suspension noise,open,,2024-12
T001655,2024-12-04,E-SUV Elite,Display console malfunction,open,,2024-12
T001656,2024-12-05,E-Sedan Pro,Climate control fault,in_progress,,2024-12
T001657,2024-12-05,E-SUV Elite,Brake system check,completed,2024-12-11,2024-12
T001658,2024-12-05,E-Sports GT,Software update required,in_progress,,2024-12
T001659,2024-12-06,E-Sedan Pro,Tire replacement needed,completed,2024-12-08,2024-12
T001660,2024-12-06,E-SUV Elite,General maintenance,in_progress,,2024-12
T001661,2024-12-06,E-Sedan Pro,Motor performance issue,completed,2024-12-08,2024-12
T001662,2024-12-06,E-Compact City,Suspension noise,in_progress,,2024-12
T001663,2024-12-07,E-Sports GT,Suspension noise,open,,2024-12
T001664,2024-12-07,E-Compact City,Suspension noise,completed,2024-12-09,2024-12
T001665,2024-12-07,E-SUV Elite,General maintenance,completed,2024-12-10,2024-12
T001666,2024-12-07,E-Sedan Pro,Brake system check,in_progress,,2024-12
T001667,2024-12-07,E-Sedan Pro,Climate control fault,completed,2024-12-10,2024-12
T001668,2024-12-07,E-Sedan Pro,Motor performance issue,completed,2024-12-13,2024-12
T001669,2024-12-08,E-Sedan Pro,Battery range reduced,completed,2024-12-11,2024-12
T001670,2024-12-08,E-Truck Power,Tire replacement needed,in_progress,,2024-12
T001671,2024-12-08,E-Compact City,Software update required,completed,2024-12-10,2024-12
T001672,2024-12-09,E-Sedan Pro,General maintenance,open,,2024-12
T001673,2024-12-09,E-SUV Elite,Suspension noise,completed,2024-12-15,2024-12
T001674,2024-12-09,E-Truck Power,Display console malfunction,completed,2024-12-13,2024-12
T001675,2024-12-10,E-Truck Power,Motor performance issue,completed,2024-12-14,2024-12
T001676,2024-12-10,E-Sedan Pro,Tire replacement needed,in_progress,,2024-12
T001677,2024-12-11,E-Truck Power,Suspension noise,completed,2024-12-12,2024-12
T001678,2024-12-11,E-Compact City,Display console malfunction,completed,2024-12-14,2024-12
T001679,2024-12-11,E-Sedan Pro,Brake system check,completed,2024-12-16,2024-12
T001680,2024-12-11,E-Sports GT,Software update required,completed,2024-12-15,2024-12
T001681,2024-12-12,E-Compact City,Charging port not working,open,,2024-12
T001682,2024-12-12,E-Compact City,Climate control fault,completed,2024-12-14,2024-12
T001683,2024-12-12,E-SUV Elite,Tire replacement needed,completed,2024-12-18,2024-12
T001684,2024-12-12,E-Sedan Pro,Suspension noise,in_progress,,2024-12
T001685,2024-12-13,E-Compact City,Tire replacement needed,completed,2024-12-17,2024-12
T001686,2024-12-13,E-Sports GT,General maintenance,in_progress,,2024-12
T001687,2024-12-13,E-Sports GT,Display console malfunction,open,,2024-12
T001688,2024-12-13,E-Sports GT,Software update required,completed,2024-12-15,2024-12
T001689,2024-12-14,E-Sports GT,Motor performance issue,completed,2024-12-15,2024-12
T001690,2024-12-14,E-Sedan Pro,Suspension noise,completed,2024-12-17,2024-12
T001691,2024-12-14,E-SUV Elite,Display console malfunction,in_progress,,2024-12
T001692,2024-12-15,E-Truck Power,Climate control fault,in_progress,,2024-12
T001693,2024-12-15,E-Compact City,Charging port not working,in_progress,,2024-12
T001694,2024-12-15,E-SUV Elite,Charging port not working,in_progress,,2024-12
T001695,2024-12-15,E-SUV Elite,Climate control fault,in_progress,,2024-12
T001696,2024-12-16,E-Truck Power,Software update required,completed,2024-12-22,2024-12
T001697,2024-12-16,E-Sedan Pro,Climate control fault,completed,2024-12-18,2024-12
T001698,2024-12-16,E-Sedan Pro,Suspension noise,completed,2024-12-17,2024-12
T001699,2024-12-16,E-Sedan Pro,Suspension noise,completed,2024-12-21,2024-12
T001700,2024-12-17,E-Truck Power,General maintenance,completed,2024-12-18,2024-12
T001701,2024-12-17,E-Compact City,General maintenance,open,,2024-12
T001702,2024-12-17,E-Compact City,Battery range reduced,completed,2024-12-21,2024-12
T001703,2024-12-17,E-Sports GT,Battery range reduced,completed,2024-12-20,2024-12
T001704,2024-12-17,E-Truck Power,Software update required,in_progress,,2024-12
T001705,2024-12-18,E-Truck Power,Tire replacement needed,open,,2024-12
T001706,2024-12-18,E-SUV Elite,Software update required,completed,2024-12-24,2024-12
T001707,2024-12-18,E-Sedan Pro,Tire replacement needed,open,,2024-12
T001708,2024-12-19,E-Sedan Pro,Brake system check,completed,2024-12-23,2024-12
T001709,2024-12-19,E-Sedan Pro,Charging port not working,open,,2024-12
T001710,2024-12-20,E-Compact City,Climate control fault,in_progress,,2024-12
T001711,2024-12-20,E-SUV Elite,Suspension noise,open,,2024-12
T001712,2024-12-20,E-SUV Elite,Charging port not working,open,,2024-12
T001713,2024-12-20,E-SUV Elite,Brake system check,completed,2024-12-21,2024-12
T001714,2024-12-21,E-SUV Elite,Charging port not working,completed,2024-12-24,2024-12
T001715,2024-12-21,E-Sports GT,General maintenance,in_progress,,2024-12
T001716,2024-12-21,E-Truck Power,General maintenance,in_progress,,2024-12
T001717,2024-12-22,E-Sedan Pro,Brake system check,open,,2024-12
T001718,2024-12-22,E-Sedan Pro,Battery range reduced,open,,2024-12
T001719,2024-12-22,E-Sedan Pro,Suspension noise,in_progress,,2024-12
T001720,2024-12-23,E-SUV Elite,Suspension noise,completed,2024-12-28,2024-12
T001721,2024-12-23,E-SUV Elite,Suspension noise,completed,2024-12-27,2024-12
T001722,2024-12-23,E-Compact City,General maintenance,open,,2024-12
T001723,2024-12-23,E-Sports GT,Motor performance issue,open,,2024-12
T001724,2024-12-24,E-Truck Power,Charging port not working,in_progress,,2024-12
T001725,2024-12-24,E-Compact City,General maintenance,completed,2024-12-30,2024-12
T001726,2024-12-25,E-Sedan Pro,Suspension noise,in_progress,,2024-12
T001727,2024-12-25,E-Sports GT,Motor performance issue,open,,2024-12
T001728,2024-12-26,E-Sports GT,Charging port not working,completed,2024-12-31,2024-12
T001729,2024-12-27,E-Sedan Pro,Software update required,in_progress,,2024-12
T001730,2024-12-27,E-Truck Power,Climate control fault,completed,2025-01-01,2024-12
T001731,2024-12-28,E-Sports GT,Tire replacement needed,completed,2024-12-30,2024-12
T001732,2024-12-28,E-SUV Elite,Display console malfunction,in_progress,,2024-12
T001733,2024-12-28,E-Truck Power,Tire replacement needed,open,,2024-12
T001734,2024-12-29,E-SUV Elite,Charging port not working,completed,2025-01-02,2024-12
T001735,2024-12-29,E-Truck Power,Motor performance issue,open,,2024-12
T001736,2024-12-30,E-SUV Elite,Suspension noise,in_progress,,2024-12
T001737,2024-12-30,E-SUV Elite,Charging port not working,completed,2025-01-03,2024-12
T001738,2024-12-31,E-Sports GT,Software update required,in_progress,,2024-12
T001739,2025-01-01,E-Compact City,Climate control fault,completed,2025-01-03,2025-01
T001740,2025-01-01,E-Compact City,Brake system check,completed,2025-01-03,2025-01
T001741,2025-01-01,E-Truck Power,Display console malfunction,completed,2025-01-05,2025-01
T001742,2025-01-02,E-Sports GT,Motor performance issue,in_progress,,2025-01
T001743,2025-01-02,E-Sedan Pro,Motor performance issue,completed,2025-01-07,2025-01
T001744,2025-01-04,E-Truck Power,Climate control fault,in_progress,,2025-01
T001745,2025-01-05,E-Sports GT,Display console malfunction,completed,2025-01-11,2025-01
T001746,2025-01-05,E-Sports GT,Charging port not working,in_progress,,2025-01
T001747,2025-01-05,E-SUV Elite,Tire replacement needed,in_progress,,2025-01
T001748,2025-01-05,E-Sports GT,Battery range reduced,completed,2025-01-06,2025-01
T001749,2025-01-06,E-Sports GT,Software update required,completed,2025-01-12,2025-01
T001750,2025-01-08,E-Compact City,Brake system check,completed,2025-01-10,2025-01
T001751,2025-01-08,E-Truck Power,Tire replacement needed,completed,2025-01-10,2025-01
T001752,2025-01-09,E-SUV Elite,Climate control fault,in_progress,,2025-01
T001753,2025-01-09,E-SUV Elite,Display console malfunction,completed,2025-01-14,2025-01
T001754,2025-01-09,E-Compact City,Brake system check,completed,2025-01-10,2025-01
T001755,2025-01-09,E-Sedan Pro,Motor performance issue,completed,2025-01-13,2025-01
T001756,2025-01-10,E-Compact City,Climate control fault,completed,2025-01-16,2025-01
T001757,2025-01-11,E-SUV Elite,Tire replacement needed,in_progress,,2025-01
T001758,2025-01-11,E-Sedan Pro,Tire replacement needed,completed,2025-01-12,2025-01
T001759,2025-01-12,E-Compact City,Brake system check,in_progress,,2025-01
T001760,2025-01-13,E-Sports GT,Display console malfunction,completed,2025-01-15,2025-01
T001761,2025-01-13,E-Truck Power,Tire replacement needed,in_progress,,2025-01
T001762,2025-01-13,E-Truck Power,Brake system check,open,,2025-01
T001763,2025-01-14,E-Compact City,Software update required,in_progress,,2025-01
T001764,2025-01-15,E-SUV Elite,General maintenance,completed,2025-01-19,2025-01
T001765,2025-01-16,E-Sedan Pro,Display console malfunction,completed,2025-01-19,2025-01
T001766,2025-01-16,E-Sports GT,Suspension noise,completed,2025-01-22,2025-01
T001767,2025-01-18,E-SUV Elite,Display console malfunction,in_progress,,2025-01
T001768,2025-01-18,E-Sedan Pro,Battery range reduced,open,,2025-01
T001769,2025-01-18,E-Sedan Pro,Suspension noise,completed,2025-01-23,2025-01
T001770,2025-01-19,E-Sedan Pro,Tire replacement needed,in_progress,,2025-01
T001771,2025-01-19,E-Compact City,Software update required,completed,2025-01-25,2025-01
T001772,2025-01-19,E-Compact City,General maintenance,completed,2025-01-22,2025-01
T001773,2025-01-19,E-Compact City,Brake system check,completed,2025-01-21,2025-01
T001774,2025-01-20,E-Sedan Pro,Brake system check,completed,2025-01-23,2025-01
T001775,2025-01-20,E-Sedan Pro,Charging port not working,in_progress,,2025-01
T001776,2025-01-20,E-Sedan Pro,General maintenance,in_progress,,2025-01
T001777,2025-01-20,E-Truck Power,Suspension noise,completed,2025-01-23,2025-01
T001778,2025-01-20,E-Compact City,Suspension noise,completed,2025-01-26,2025-01
T001779,2025-01-20,E-Sports GT,General maintenance,open,,2025-01
T001780,2025-01-21,E-Sports GT,General maintenance,open,,2025-01
T001781,2025-01-21,E-Truck Power,Motor performance issue,open,,2025-01
T001782,2025-01-21,E-Sports GT,Suspension noise,in_progress,,2025-01
T001783,2025-01-21,E-SUV Elite,Battery range reduced,completed,2025-01-24,2025-01
T001784,2025-01-22,E-Sports GT,Battery range reduced,completed,2025-01-23,2025-01
T001785,2025-01-22,E-SUV Elite,Motor performance issue,completed,2025-01-27,2025-01
T001786,2025-01-22,E-Sports GT,Display console malfunction,completed,2025-01-25,2025-01
T001787,2025-01-23,E-SUV Elite,General maintenance,open,,2025-01
T001788,2025-01-23,E-Sports GT,Software update required,completed,2025-01-24,2025-01
T001789,2025-01-23,E-SUV Elite,Suspension noise,in_progress,,2025-01
T001790,2025-01-24,E-Truck Power,Tire replacement needed,completed,2025-01-29,2025-01
T001791,2025-01-25,E-Sedan Pro,Brake system check,open,,2025-01
T001792,2025-01-25,E-Truck Power,Software update required,completed,2025-01-26,2025-01
T001793,2025-01-25,E-Sedan Pro,Climate control fault,completed,2025-01-26,2025-01
T001794,2025-01-25,E-Sports GT,Battery range reduced,in_progress,,2025-01
T001795,2025-01-25,E-Sedan Pro,Battery range reduced,in_progress,,2025-01
T001796,2025-01-26,E-Sports GT,Software update required,in_progress,,2025-01
T001797,2025-01-26,E-Sports GT,Charging port not working,in_progress,,2025-01
T001798,2025-01-26,E-Sedan Pro,Software update required,completed,2025-01-30,2025-01
T001799,2025-01-26,E-SUV Elite,Brake system check,in_progress,,2025-01
T001800,2025-01-28,E-Sedan Pro,Climate control fault,in_progress,,2025-01
T001801,2025-01-28,E-Truck Power,Display console malfunction,open,,2025-01
T001802,2025-01-28,E-Sports GT,Climate control fault,completed,2025-02-02,2025-01
T001803,2025-01-28,E-Sports GT,Climate control fault,open,,2025-01
T001804,2025-01-28,E-SUV Elite,Display console malfunction,completed,2025-01-31,2025-01
T001805,2025-01-28,E-Sedan Pro,Motor performance issue,completed,2025-01-31,2025-01
T001806,2025-01-28,E-Sedan Pro,Software update required,completed,2025-01-31,2025-01
T001807,2025-01-28,E-Sedan Pro,Display console malfunction,open,,2025-01
T001808,2025-01-29,E-Truck Power,Charging port not working,completed,2025-01-31,2025-01
T001809,2025-01-30,E-Truck Power,Charging port not working,completed,2025-02-04,2025-01
T001810,2025-01-30,E-Compact City,Charging port not working,completed,2025-02-05,2025-01
T001811,2025-01-31,E-Compact City,Climate control fault,in_progress,,2025-01
T001812,2025-01-31,E-Compact City,Tire replacement needed,completed,2025-02-06,2025-01
T001813,2025-01-31,E-Truck Power,Suspension noise,open,,2025-01
T001814,2025-01-31,E-Compact City,Climate control fault,completed,2025-02-05,2025-01
T001815,2025-01-31,E-Truck Power,Software update required,completed,2025-02-01,2025-01
T001816,2025-01-31,E-Sports GT,Motor performance issue,completed,2025-02-03,2025-01
T001817,2025-02-01,E-Sedan Pro,Climate control fault,in_progress,,2025-02
T001818,2025-02-01,E-Sedan Pro,Battery range reduced,in_progress,,2025-02
T001819,2025-02-01,E-Compact City,Climate control fault,completed,2025-02-06,2025-02
T001820,2025-02-01,E-Sports GT,Tire replacement needed,in_progress,,2025-02
T001821,2025-02-02,E-Truck Power,Display console malfunction,completed,2025-02-04,2025-02
T001822,2025-02-02,E-Truck Power,General maintenance,completed,2025-02-08,2025-02
T001823,2025-02-02,E-SUV Elite,Climate control fault,completed,2025-02-07,2025-02
T001824,2025-02-03,E-SUV Elite,General maintenance,in_progress,,2025-02
T001825,2025-02-03,E-Truck Power,Motor performance issue,open,,2025-02
T001826,2025-02-03,E-SUV Elite,General maintenance,completed,2025-02-04,2025-02
T001827,2025-02-03,E-Compact City,Brake system check,completed,2025-02-07,2025-02
T001828,2025-02-03,E-SUV Elite,Climate control fault,completed,2025-02-06,2025-02
T001829,2025-02-03,E-Compact City,Software update required,completed,2025-02-09,2025-02
T001830,2025-02-03,E-Sedan Pro,Charging port not working,completed,2025-02-08,2025-02
T001831,2025-02-03,E-Compact City,General maintenance,completed,2025-02-05,2025-02
T001832,2025-02-05,E-SUV Elite,Charging port not working,completed,2025-02-08,2025-02
T001833,2025-02-05,E-Truck Power,General maintenance,completed,2025-02-08,2025-02
T001834,2025-02-05,E-Truck Power,Brake system check,completed,2025-02-07,2025-02
T001835,2025-02-05,E-Truck Power,Software update required,open,,2025-02
T001836,2025-02-05,E-Compact City,Battery range reduced,completed,2025-02-08,2025-02
T001837,2025-02-05,E-Sedan Pro,Software update required,in_progress,,2025-02
T001838,2025-02-05,E-SUV Elite,Tire replacement needed,completed,2025-02-09,2025-02
T001839,2025-02-06,E-Sports GT,Battery range reduced,in_progress,,2025-02
T001840,2025-02-06,E-SUV Elite,Brake system check,completed,2025-02-08,2025-02
T001841,2025-02-06,E-Truck Power,Suspension noise,open,,2025-02
T001842,2025-02-06,E-Truck Power,Tire replacement needed,completed,2025-02-12,2025-02
T001843,2025-02-07,E-Sedan Pro,Climate control fault,completed,2025-02-08,2025-02
